,Company,Product,Inches,Cpu,Ram,Weight,Price_euros
1289,Asus,ZenBook UX305CA-UBM1,13.3,Intel Core M 6Y30 0.9GHz,8GB,1.2kg,729.0
1290,Dell,Inspiron 3567,15.6,Intel Core i3 7100U 2.4GHz,6GB,2.3kg,459.0
1291,Acer,Aspire ES1-531,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,2.4kg,289.0
1292,Dell,Inspiron 3552,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,2.20kg,379.0
1293,Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,899.0
1294,HP,Pavilion 15-AW003nv,15.6,AMD A9-Series 9410 2.9GHz,6GB,2.04kg,549.99
1295,Dell,Inspiron 3567,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.3kg,805.99
1296,HP,Stream 11-Y000na,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.17kg,209.0
1297,Asus,X556UJ-XO044T ,15.6,Intel Core i7 6500U 2.5GHz,4GB,2.2kg,720.32
1298,Lenovo,Yoga 500-14ISK,14.0,Intel Core i7 6500U 2.5GHz,4GB,1.8kg,638.0
1299,Lenovo,Yoga 900-13ISK,13.3,Intel Core i7 6500U 2.5GHz,16GB,1.3kg,1499.0
1300,Lenovo,IdeaPad 100S-14IBR,14.0,Intel Celeron Dual Core N3050 1.6GHz,2GB,1.5kg,229.0
1301,HP,15-AC110nv ,15.6,Intel Core i7 6500U 2.5GHz,6GB,2.19kg,764.0
1302,Asus,X553SA-XX031T ,15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,2.2kg,369.0
